,audio_filepath,start,end,text,pronunciation
163,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,547.8,552.76,να με πνίξει θέλει να με σκοτώσει,na me pniksi theli na me skotosi
164,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,550.32,555.32,πήγαινε στην κωνσταντίνα σε λεπτά έννα,pijene stiŋ ɡonstadina se lepta ena
165,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,552.76,558.44,μαι τζιαμέ,me dziame
166,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,555.32,561.92,έγινε ήντα συμβαίνει δεφ,ejine ida simveni thef
167,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,558.44,564.12,ε τσακώθηκαν τζαί έκλαιγε εν μπορούσε να,epsilon tsakothikan dze ekleje en boruse na
168,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,561.92,565.8,μου πει το λόγο στη βασιλική εν μπορεί,mu pi to logho sti vasilici en bori
169,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,564.12,567.959,να πάει γιατί είναι στο ραδιόφωνο ε,na pai jati ine sto rathiofono epsilon
170,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,565.8,571.36,είμαι η μόνη που μπορεί να εμπιστευτεί,ime i moni pu bori na ebistefti
171,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,567.959,571.36,να πάω διαμάντι μου ε,na pao thiamadi mu epsilon
172,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,579.44,585.2,ήντα λες παιδί μου εραστή η μελίνα από πού,ida les pethi mu erasti i melin apo pu
173,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,581.8389999999999,586.72,κιο ρε συφ είσα σοβαρός προσβάλλεις τη,co re sif isa sovaros prosvalis ti
174,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,585.2,588.9590000000001,γυναίκα σου από δυο κουτσομπολιά που,jineka su apo thio kutsoboʎa pu
175,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,586.72,591.64,πάνε δυο άλτες σο μηνα τότε γιατί έφυγες,pane thio altes so mina tote jati efijes
176,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,588.9590000000001,593.519,σαν την τρελή αν ήτανε αθώα έννα καθόταν,san din dreli an itane athoa ena kathotan
177,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,591.64,595.68,εδώ πέρα να υπερασπιστεί τον εαυτό του,etho pera na iperaspisti ton eafto tu
178,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,593.519,599.32,παιδί μου ήντα λες πήγες να την πνίξεις το,pethi mu ida les pijez na tim bniksis to
179,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,595.68,599.32,καταλαβαίνεις πρόλαβε,katalavenis prolave
180,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,605.16,610.2,ορίστε να κλεισω το κινητό άστη λοιπόν,oriste na kliso to cinito asti lipon
181,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,608.079,612.519,έτσι ωραία που τα κανες τζαί να γίνω εγώ,etsi orea pu ta kanes dze na jino egho
182,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,610.2,615.8,ρεζίλης στα καθίκια του μηνά εν πας,rezilis sta kathica tu mina em bas
183,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,612.519,619.64,καλά α σοβαρά τζαί το θεωρείς πιο έτοιμο,kala alfa sovara dze to theoris pço etimo
184,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,615.8,619.64,να την προσβάλλεις χωρίς κανένα στοιχείο,na tim brosvalis choris kanena stiçio
185,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,624.68,631.64,ε καλά πώς έννα πας αθήνα μπορείς να μου,epsilon kala pos ena pas athina boriz na mu
186,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,627.92,635.24,πεις με πλάνο νουμε τζαί χιούμορ,piz me plano nume dze çumor
187,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,631.64,637.8389999999999,τώρα αχιλλέα είσαι σοβαρός αρχίζει η,tor açilea ise sovaros arçizi ita
188,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,635.24,639.92,εμφιάλωση έχουμε πάρα πολύ δουλειά τζαί,emfialosi echume para poli thuʎa dze
189,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,637.8389999999999,642.04,εσύ έννα φύγεις τζαί έννα αφήσεις εμένα τζαί,esi ena fijis dze en afisis emena dze
190,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,639.92,644.76,τον νεκτάριο μόνους μας,ton nektario monuz mas
191,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,642.04,647.88,μπορούμε,borume
192,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,644.76,651.12,εκτός κιι αν είσαι,ektos ci an ise
193,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,647.88,652.24,ερωτευμένος κιι αν είμαι εν κατάλαβα έννα,erotevmenos ci an ime eŋ ɡatalava ena
194,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,651.12,654.72,σου δώσω,su thoso
195,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,652.24,657.56,αναφορά αρκετά έχεις ανακατευθεί στις,anafora arceta eçis anakatefthi stis
196,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,654.72,660.12,ζωές μας μα θεο φτάνει πάππαλλα έχων ηλικιω,zoez maz ma theo ftani papala echon ilico
197,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,657.56,662.76,εί πριν πολύ καιρό ξέρεις αδερφέ μου,i prim boli cero kseris atherfe mu
198,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,660.12,667.839,μαζε του μαζε του γιατί έχουμε πάρα,maze tu maze tu jati echume para
199,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,662.76,667.839,πολλύ δουλιά καιγόμαστε πάμε,poli thuʎa ceghomaste pame
200,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,678.24,684.639,νεκτάριε μελίνα εν πιστεύω λέξει από,nektarie melina em bistevo leksi apo
201,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,681.8389999999999,686.8389999999999,ότι είπες κάτι έσιει γίνει είμαι σίγουρος,oti ipes kati esji jini ime sighuros
202,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,684.639,688.56,λοιπόν αν εν με πάρεις τηλέφωνο έννα πάρω,lipon an en me paris tilefono ena paro
203,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,686.8389999999999,690.8389999999999,το πρώτο αεροπλάνο τζαί έννα ρθω στην κρήτη,to proto aeroplano dze ena rtho stiŋ ɡriti
204,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,688.56,694.2,στο λαλώ,sto lalo
205,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,690.8389999999999,697.44,εν μπορώ σε σκέφτομαι ανησυχώ πάρε με,en boro se sceftome anisicho pare me
206,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,694.2,697.44,σε παρακαλώ,se parakalo
207,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,729.88,735.8,έλα ρε κουκλίτσα μου σταμάτα να κλαίς,ela re kuklitsa mu stamata na kles
208,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,733.079,739.199,τζαί πες μας ήντα έγινε μελίνα άς την κλάψα,dze pez mas ida ejine melin as tiŋ ɡlapsa
209,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,735.8,741.72,καιγόμαστε έλα να όλους τους έδιωξα μίλα,ceghomaste ela na olus tus ethioksa mila
210,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,739.199,743.079,μα πάψε κι εσύ μελίνα κοίτα με ήντα έμαθε,ma papse ci esi melina cita me ida emathe
211,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,741.72,746.6,ήντα ξέρει ο,ida kseri omikron
212,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,743.079,751.16,σήφης εδώ εδώ η κωνσταντίνα είναι,sifis etho etho i konstadina ine
213,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,746.6,751.16,άνθρωπος εμπιστοσύνης δικός μου άνθρωπος,anthropos ebistosiniz thikoz mu anthropos
214,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,751.92,756.199,τάφος ο σήφης ξέρει για τζείνη την ημέρα,tafos o sifis kseri ja dzini tin imera
215,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,754.9590000000001,758.399,που ήμουν στην παραλία τζαί μου,pu imun stim baralia dze mu
216,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,756.199,760.079,επιτέθηκαν ότι ήμουν με κάποιον ε καλά,epitethikan oti imun me kapion epsilon kala
217,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,758.399,763.399,αυτό εν λέει τζαί τίποτα από μόνο του,afto en lei dze tipot apo mono tu
218,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,760.079,768.32,ξέρει τίποτα άλλο τζαί τη φιλιο,kseri tipot alo dze ti fiʎo
219,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,763.399,770.079,μου αλά γειά μου παρθένα με άλλον φιλιώ,mu ala ja mu parthena me alon fiʎo
220,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,768.32,773.32,σουνα στο στόμα όι με το σήφη,suna sto stoma oɪ me to sifi
221,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,770.079,776.88,κωνσταντίνα σκάσε άστα κουτσομπολιά,konstadina skase asta kutsoboʎa
222,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,773.32,778.639,άσεμε να σκεφτώ πώς αντέδρασε ο υφής με,aseme na scefto pos adethrase o ifiz me
223,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,776.88,780.68,έπιασε από το λαιμό τζαί έψαχνε το σσεπέττος,epçase apo to lemo dze epsachne to ssepetos
224,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,778.639,782.92,του για να σκοτώσει κωνσταντίνα την,tu jana skotosi konstadina tin
225,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,780.68,784.56,κρυφή σπίτι σου να σου πω δάφνη εν,krifi spiti su na su po thafni en
226,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,782.92,786.519,θαρκούμαι ότι είναι πάρα πολύ σωστό να να,tharkume oti ine para poli sosto na na
227,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,784.56,789.8,κάτ κωνσταντίνα έννα την πας σπίτι σου τζαί,kat konstadina ena tim bas spiti su dze
228,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,786.519,792.72,έννα την κρύψεις όπου να ναι έννα ρθει α,ena tiŋ ɡripsis opu na ne ena rthi alfa
229,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,789.8,797.04,χριστέ μου παναγία μου λοιπόν εσύ μελίνα,christe mu panajia mu lipon esi melina
230,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,792.72,800.24,ε εν με είδες εν με ξέρεις όι όι όι,epsilon en me ithes en me kseris oɪ oɪ oɪ
231,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,797.04,802.16,όι ήντα λαλώ ήντα λαλώ μπερδεύτηκα όι ο,oɪ ida lalo ida lalo bertheftika oɪ omikron
232,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,800.24,804.0,διαμαντής ξέρει ότι είμαι στο καφενείο,thiamadis kseri oti ime sto kafenio
233,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,802.16,806.44,της κωνσταντίνας οπότε εσύ μελίνα μου,tis konstadinas opote esi melina mu
234,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,804.0,808.48,εν ήρθες ποτέ από εδώ λοιπόν αφήστε το,en irthes pote apo etho lipon afiste to
235,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,806.44,810.8,έννα το μπαλώσω εν ξέρω έννα το μπαλώσω,ena to baloso eŋ ɡzero ena to baloso
236,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,808.48,813.8,άντε άντε άντε άντε ντε ντε άντε άντε,ade ade ade ade de de ade ade
237,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,810.8,815.76,πάμε άντε πάμε τρέμουν τα γόνατά μου α,pame ade pame tremun da ghonata mu alfa
238,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,813.8,818.76,εν πειράζει έννα σου ανέβει η αδρεναλίνη,em birazi ena su anevi i athrenalini
239,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,815.76,823.56,λοιπόν εσύ εν ήρθες ποτέ από εδώ,lipon esi en irthes pote apo etho
240,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,818.76,823.56,ναι πάμε πάμε τζαί ο θεός,ne pame pame dze o theos
241,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,830.24,838.56,βοηθός έλα διαμαντή μου έλα είμαι είμαι,voɪthos ela thiamadi mu ela ime ime
242,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,835.12,842.199,στο καφενείο ε τζαί περιμένω τη μελίνα,sto kafenio epsilon dze perimeno ti melina
243,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,838.56,845.32,αλλά εν έσιει περάσει καθόλου από την,ala en esji perasi katholu apo tin
244,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,842.199,847.8,κωνσταντίνα την παίρνω τζαί τηλέφωνο αλλά,konstadina tim berno dze tilefono ala
245,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,845.32,851.72,είναι κλειστό το,ine klisto to
246,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,847.8,855.6,κινητό εν ξέρω εν παίρνεις στο σήφη να,cinito eŋ ɡzero em bernis sto sifi na
247,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,851.72,858.24,δεις ναι εγώ μάλλον έννα καθίσω εδώ ίσως,thiz ne egho malon ena kathiso etho isos
248,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,855.6,858.24,περάσει εν,perasi en
249,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,858.8389999999999,866.48,ξέρω μάλλον έννα χουν καυγαδίσει,ksero malon ena chuŋ ɡavghathisi
250,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,862.44,871.04,ναι ναι διαμαντ,ne ne thiamad
251,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,866.48,871.04,ναι ω ρε μά,ne omegha re ma
252,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,872.199,877.36,σε ποιον άγιο να τάξω,se pion ajo na takso
253,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,874.36,877.36,τώρα,tora
254,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,889.92,896.519,χ διακρίνω πολλές ακροάτριες να είναι,çi thiakrino poles akroatriez na ine
255,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,893.12,899.639,στα χαμαί του σήμερα μια μαζική υποτονική,sta chame tu simera mnya mazici ipotonici
256,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,896.519,902.079,διάθεση παίζει στον αέρα ας ακούσουμε,thiathesi pezi ston aer as akusume
257,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,899.639,904.44,χαρούλα τζαί ζήτα μου ότι θες μπας τζαί,charula dze zita mu oti thez bas dze
258,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,902.079,908.12,ζήσουμε το πάθος έστω τζαί μόνο στη,zisume to pathos esto dze mono sti
259,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,904.44,908.12,φαντασία μας δικό,fadasia maz thiko
260,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,908.759,915.759,σας η μελίνα έσιει γκόμενο ποιος είναι,sas i melina esji ɡomeno pios ine
261,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,911.88,917.639,όι σφι ορκίζομαι σε ξαναρωτάω ποιος,oɪ sfi orcizome se ksanarotao pios
262,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,915.759,919.72,είναι πόσο καιρό γίνεται αυτό πίσω από,ine poso cero jinete afto piso apo
263,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,917.639,922.68,την πλάτη μου σήφη τρελάθηκες ποιος σου,tim blati mu sifi trelathices pios su
264,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,919.72,924.8,είπε αυτές τις ασυναρτησίες ο μηνάς,ipe aftes tis asinartisies o minas
265,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,922.68,926.56,ακριβώς ο μηνάς γι αυτό πες μου την,akrivos o minaz ji afto pez mu tin
266,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,924.8,928.399,αλήθεια γιατί εσύ έννα την πληρώσεις μα,alithça jati esi ena tim blirosiz ma
267,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,926.56,930.319,καλά πίστεψες στο μηνά εν ξέρεις το,kala pistepses sto mina eŋ ɡzeris to
268,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,928.399,932.959,πρόβλημα,provlima
269,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,930.319,935.199,επδ χωσαμε θέλει να εκδικηθεί τη μελ,epth chosame theli na ekthicithi ti mel
270,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,932.959,938.04,θαρκούμαι ότι εγώ έχω άλλον ότι τζείνη μου,tharkume oti egho echo alon oti dzini mu
271,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,935.199,939.399,κάνει πλάτες με τη μελίνα εν τρέχει,kani platez me ti melina en dreçi
272,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,938.04,943.68,τίποτα,tipota
273,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,939.399,946.24,στοκοι φη ο μηνάς θέλει να σας χωρίσει,stoci fi o minas theli na sas chorisi
274,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,943.68,946.24,επίτηδες,epitithes
275,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,948.56,951.56,ζ,zita
276,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,952.199,959.279,ό θς,omikrontonos thitasighma
277,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,955.72,961.639,εσύ ζωή μ,esi zoi mi
278,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,959.279,964.759,εν θέλω πια να,en thelo pça na
279,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,961.639,969.759,ζω ζήτα μου ότι,zo zita mu oti
280,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,964.759,972.24,θες πάρε μου που θες,thes pare mu pu thes
281,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,969.759,975.8,εσύ ζωή,esi zoi
282,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,972.24,979.279,μισή εν θέλω,misi en thelo
283,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,975.8,979.279,πι χίλα,pi çila
284,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,979.959,984.519,συγνώμη σε έπαιρνα αλλά προφανώς εν,sighnomi se eperna ala profanos en
285,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,982.48,987.92,έχεις σημα το κινητό σου εδώ ναι είναι,eçis sima to cinito su etho ne ine
286,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,984.519,990.16,αλήθεια εν έχω σημα εδώ ωραία σε περνά,alithça en echo sima etho orea se perna
287,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,987.92,992.24,για να σου πω τιθ εν μπορέσω να έρθω,jana su po tith en boreso na ertho
288,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,990.16,995.36,συνέβει κάτι πολύ σοβαρό οικογενειακό,sinevi kati poli sovaro ikojenyako
289,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,992.24,998.199,μας ήντα θέμα υγείας,mas ida thema ijias
290,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,995.36,1000.04,όι ζητώ συγγνώμη τζαί εκ μέρους του σίφη,oɪ zito siŋɡnomi dze ek merus tu sifi
291,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,998.199,1003.399,εν έννα μπορέσει να σε δει καθόλου είναι,en ena boresi na se thi katholu ine
292,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1000.04,1006.639,κάτι που μπορώ να βοηθήσω εγώ όι αλλά,kati pu boro na voɪthiso egho oɪ ala
293,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1003.399,1009.16,σε ευχαριστώ που ρωτάς εντάξει εν είπα,se efcharisto pu rotas edaksi en ipa
294,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1006.639,1011.319,τζαί τίποτα σπουδαίο έννα μπορούσαμε να,dze tipota sputheo ena borusame na
295,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1009.16,1013.319,πιούμε ένα καφέ μαζί για λίγο λυπάμαι,pçume ena kafe mazi ja ligho lipame
296,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1011.319,1015.519,αντώνη αλλά εν γίνεται με αυτό που,adoni ala en jinete me afto pu
297,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1013.319,1018.0,έτυχε εν έννα μπορέσω να μείνω καθόλου,etiçe en ena boreso na mino katholu
298,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1015.519,1021.36,εξάλλου τζαί εσύ σε τρεις ώρες πας κύπρο,eksalu dze esi se tris ores pas cipro
299,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1018.0,1023.44,σωστά ναι σωστά πίστευα όμως ότι έννα,sosta ne sosta pisteva omos oti ena
300,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1021.36,1026.72,προλαβαίναμε να πιούμε ένα καφέ μαζί,prolavename na pçume ena kafe mazi
301,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1023.44,1029.319,δυστυχώς εν γίνεται λοιπόν έλα έννα σου,thistichos en jinete lipon ela ena su
302,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1026.72,1029.319,πω εγώ στο,po egho sto
303,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1034.24,1040.24,ξενοδοχείο,ksenothoçio
304,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1035.959,1041.36,ναι οπότε με πας στο ξενοδοχείο τζαί,ne opote me pas sto ksenothoçio dze
305,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1040.24,1044.919,φεύγω για,fevgho ja
306,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1041.36,1047.24,κύπρο κρίμα γιατί μου αρέσει πολύ η,cipro krima jati mu aresi poli ita
307,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1044.919,1047.24,παρέα,parea
308,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1047.84,1052.72,σου εν έννα χαθούμε θέλω να έχουμε,su en ena chathume thelo na echume
309,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1051.32,1055.52,απευθείας,apefthias
310,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1052.72,1057.08,επαφή εξάλλου είμαστε τζαί δύο γνώσεις,epafi eksalu imaste dze thio ghnosis
311,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1055.52,1059.32,του αντικειμένου οπότε καλό είναι να,tu adicimenu opote kalo ine na
312,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1057.08,1062.2,συντονίζουμε μαζί αυτή την προσπάθεια,sidonizume mazi afti tim brospathça
313,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1059.32,1064.28,ωραία χαίρομαι το τηλέφωνο μου το έχεις,orea çerome to tilefono mu to eçis
314,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1062.2,1066.72,κάνε μου μία κλήση να αποθηκεύσω κι εγώ,kane mu mia klisi n apothicefso ci egho
315,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1064.28,1069.0,τον αριθμό σου να ξέρεις ότι για σένα το,ton arithmo su na kseris oti ja sena to
316,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1066.72,1072.0,κινητό μου έννα είναι ανοιχτό ώρες ττο,cinito mu ena ine anichto ores to
317,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1069.0,1072.0,ωρο,oro
318,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1096.52,1100.2,έλα αντώνη ήντα γίνεται πώς πάν τα,el adoni ida jinete pos pan da
319,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1098.84,1103.919,πράγματα στην,praghmata stin
320,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1100.2,1107.159,κρήτη ήντα άσχετα λες εν μπορείς να,kriti id asçeta les en boriz na
321,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1103.919,1110.0,μιλήσεις α σε πάει η κυρία αναστασία,milisis alfa se pai i ciri anastasia
322,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1107.159,1111.919,γιανα κάκι στο ξενοδοχείο,jana kaci sto ksenothoçio
323,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1110.0,1116.919,τζαί μετά έννα πας,dze meta ena pas
324,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1111.919,1116.919,αεροδρόμιο τα λέμε μετά,aerothromio ta leme meta
325,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1122.48,1127.88,γεια άλλαξα γνώμη σκέφτομαι να μην το,ja alaksa ghnomi sceftome na min do
